passage_id,chapter,section,subsection,formal_section,page,text,text_clean,word_count,cluster,cluster_name,x,y,neighbor_1,neighbor_2,neighbor_3,neighbor_4,neighbor_5
p0036,Part 3: The Curriculum,Chinese Society and Culture Coursesa,General Education Requirements,Chinese Society and Culture Coursesa,22,"also by designing and carrying out Chinese learn ing plans either on their own or with guidance and support from the Writing and Language Studio. Students who enter Duke Kunshan University with such a strong command of both English and Chinese that they can readily do academic work in both languages - and that no appropriate EAP and CSL courses are offered for them - will not be assigned to either the EAP track or the CSL track. These students can satisfy their foreign language requirement in several ways. One option is to take advanced written and oral communication (WOC) courses. (Because the content of different sections of some WOC courses differ considerably, in some cases students are allowed to take more than one WOC course of the same course number if the course content of the two courses is different.) Another option is to take courses in an additional language. More information on language placement is in the Entrance Credit and Placement sections of Part 6. Major Requirements (16-19 courses, 64-76 credits) Majors have interdisciplinary and disciplinary components, with the former serving as the entry","also by designing and carrying out Chinese learn ing plans either on their own or with guidance and support from the Writing and Language Studio. Students who enter Duke Kunshan University with such a strong command of both English and Chinese that they can readily do academic work in both languages - and that no appropriate EAP and CSL courses are offered for them - will not be assigned to either the EAP track or the CSL track. These students can satisfy their foreign language requirement in several ways. One option is to take advanced written and oral communication (WOC) courses. (Because the content of different sections of some WOC courses differ considerably, in some cases students are allowed to take more than one WOC course of the same course number if the course content of the two courses is different.) Another option is to take courses in an additional language. More information on language placement is in the Entrance Credit and Placement sections of Part 6. Major Requirements (16-19 courses, 64-76 credits) Majors have interdisciplinary and disciplinary components, with the former serving as the entry",186,6,Language & Academic Communication,3.1368542,-0.6480764,p0034,p0666,p0115,p0104,p0280
p0037,Part 3: The Curriculum,Chinese Society and Culture Coursesa,General Education Requirements,Chinese Society and Culture Coursesa,22,"point and primary definition of a students’ academic community and the latter providing specialized training, as well as divisional foundation courses that prepare students for advanced study and signature work that focuses on a question, problem or issue and includes independent research, a senior thesis or creative production. Requirements for each major include Divisional Foundation Courses, Interdisciplinary Studies Courses, Disciplinary Studies C ourses, Signature Work and Experiential Education. The detailed course requirements for each major are listed in Part 10: Majors and Courses. Students are responsible for meeting the requirements of a major as stated in the bulletin for the year in which they matriculated at DKU;4 however, they have the option of meeting requirements in the major changed subsequent to the students’ matriculation. Divisional Foundation Courses (2 to 4 courses, 8 to 16 credits, depending on major) Divisional Foundation courses provide opportunities to develop knowledge and skills essential to advanced work in each division. Interdisciplinary Studies (4 to 7 courses, 16 to 28 credits, depending on major) Interdisciplinary courses are characterized by distinct curricular pathways spanning several traditional disciplines. These are broad but defined areas of study that encourage integrative and","point and primary definition of a students’ academic community and the latter providing specialized training, as well as divisional foundation courses that prepare students for advanced study and signature work that focuses on a question, problem or issue and includes independent research, a senior thesis or creative production. Requirements for each major include Divisional Foundation Courses, Interdisciplinary Studies Courses, Disciplinary Studies C ourses, Signature Work and Experiential Education. The detailed course requirements for each major are listed in Part 10: Majors and Courses. Students are responsible for meeting the requirements of a major as stated in the bulletin for the year in which they matriculated at DKU;4 however, they have the option of meeting requirements in the major changed subsequent to the students’ matriculation. Divisional Foundation Courses (2 to 4 courses, 8 to 16 credits, depending on major) Divisional Foundation courses provide opportunities to develop knowledge and skills essential to advanced work in each division. Interdisciplinary Studies (4 to 7 courses, 16 to 28 credits, depending on major) Interdisciplinary courses are characterized by distinct curricular pathways spanning several traditional disciplines. These are broad but defined areas of study that encourage integrative and",192,0,Academic Policies & Student Progress,4.1918554,1.3107301,p0023,p0022,p0026,p0038,p0027
p0038,Part 3: The Curriculum,Chinese Society and Culture Coursesa,General Education Requirements,Chinese Society and Culture Coursesa,22,"multidisciplinary habits of inquiry and knowledge acquisition. The interdisciplinary component of a major se rves as a primary definition of the student’s academic community. It requires 4 to 7 courses and might be problem -focused, comparative and cross- cultural, or innovative fusions Students in the Class of 2022 should follow the AY 2019-20 Undergraduate Bulletin because some of the courses in the original requirements may no longer exist.","multidisciplinary habits of inquiry and knowledge acquisition. The interdisciplinary component of a major se rves as a primary definition of the student’s academic community. It requires 4 to 7 courses and might be problem -focused, comparative and cross- cultural, or innovative fusions Students in the Class of 2022 should follow the AY 2019-20 Undergraduate Bulletin because some of the courses in the original requirements may no longer exist.",68,6,Language & Academic Communication,4.2369456,1.3500007,p0037,p0023,p0022,p0026,p0021
p0039,Part 3: The Curriculum,Chinese Society and Culture Coursesa,General Education Requirements,Chinese Society and Culture Coursesa,23,"within or across divisions. In the social sciences and the arts and humanities communities, students in their 3rd and/or 4th years will undertake advanced seminars that enable them to integrate their studies from more specialized areas. Disciplinary Studies (4 to 8 courses, 16 to 32 credits, depending on major) Students will also develop a disciplinary study, which often will map to the tools and methods of a traditional discipline and further enable students to be competitive for graduate school or other advanced work. Signature Work and Experiential Education (8 credits and one Experiential Learning activity) Duke Kunshan University graduates will have experience addressing complex problems outside the classroom as well as within, developing these skills through “Signature Work”. Signature Work encourages students to seek creative alignments between curricular pathways and to engage in experiential learning that leads to the creation of knowledge and products for scholarly, private sector and public audiences. Signature Work calls for each student to identify one or more questions, problems, or issues that are of particular importance to him or herself and to society, and to investigate these through a","within or across divisions. In the social sciences and the arts and humanities communities, students in their 3rd and/or 4th years will undertake advanced seminars that enable them to integrate their studies from more specialized areas. Disciplinary Studies (4 to 8 courses, 16 to 32 credits, depending on major) Students will also develop a disciplinary study, which often will map to the tools and methods of a traditional discipline and further enable students to be competitive for graduate school or other advanced work. Signature Work and Experiential Education (8 credits and one Experiential Learning activity) Duke Kunshan University graduates will have experience addressing complex problems outside the classroom as well as within, developing these skills through “Signature Work”. Signature Work encourages students to seek creative alignments between curricular pathways and to engage in experiential learning that leads to the creation of knowledge and products for scholarly, private sector and public audiences. Signature Work calls for each student to identify one or more questions, problems, or issues that are of particular importance to him or herself and to society, and to investigate these through a",184,2,DKU & Duke Academic Structure,3.8636816,1.079638,p0040,p0041,p0282,p0023,p0206
p0040,Part 3: The Curriculum,Chinese Society and Culture Coursesa,General Education Requirements,Chinese Society and Culture Coursesa,23,"combination of curricular and related co -curricular experiences. Students develop guided pathways, identify qu estions, and undertake projects early in their academic career. During the sophomore year students work with their advisors and faculty mentors to begin identifying the major questions, problems, or issues on which they would like to work, and to develop a pathway that includes three thematically linked courses drawn from students' interdisciplinary studies, disciplinary studies or electives, one or more co -curricular or experiential activities , and two capstone courses in which a student creates a substantial scholarly or creative signature product. Experiences derived from the co-curricular experiential learning component should establish, build on, solidify, or enhance academic work aligned with the Signature Work project. These experiences should help DKU undergraduate students prepare for their next steps beyond DKU. Experiential learning activities might include, but are not limited to, internships, practica, laboratory work, creative arts-based project, entrepreneurship-based project, community-based fieldwork or other civic projects. The Signature Work Project will vary across fields and disciplines, but will always include substantial scholarly writing, reflection on learning, and publicly visible results. A","combination of curricular and related co -curricular experiences. Students develop guided pathways, identify qu estions, and undertake projects early in their academic career. During the sophomore year students work with their advisors and faculty mentors to begin identifying the major questions, problems, or issues on which they would like to work, and to develop a pathway that includes three thematically linked courses drawn from students' interdisciplinary studies, disciplinary studies or electives, one or more co -curricular or experiential activities , and two capstone courses in which a student creates a substantial scholarly or creative signature product. Experiences derived from the co-curricular experiential learning component should establish, build on, solidify, or enhance academic work aligned with the Signature Work project. These experiences should help DKU undergraduate students prepare for their next steps beyond DKU. Experiential learning activities might include, but are not limited to, internships, practica, laboratory work, creative arts-based project, entrepreneurship-based project, community-based fieldwork or other civic projects. The Signature Work Project will vary across fields and disciplines, but will always include substantial scholarly writing, reflection on learning, and publicly visible results. A",183,0,Academic Policies & Student Progress,3.9037032,1.1547492,p0039,p0023,p0041,p0282,p0037
p0041,Part 3: The Curriculum,Chinese Society and Culture Coursesa,General Education Requirements,Chinese Society and Culture Coursesa,23,"student's Signature Work topic will be identified by the end of the sophomore year, at the latest. In the junior and senior years, a student will create an e -portfolio that captures both the Signature Work Product a student has produced and a narrative explaining the larger inquiry informing their Signature Work Project . Further information is available in the Signature Work Guide.","student's Signature Work topic will be identified by the end of the sophomore year, at the latest. In the junior and senior years, a student will create an e -portfolio that captures both the Signature Work Product a student has produced and a narrative explaining the larger inquiry informing their Signature Work Project . Further information is available in the Signature Work Guide.",63,0,Academic Policies & Student Progress,3.943188,0.9931668,p0039,p0281,p0206,p0040,p0052
p0042,Part 3: The Curriculum,Credits Required for Degree,Unknown,Credits Required for Degree,24,"Duke Kunshan University adheres to the academic standards upheld by Duke University and the relevant requirements for graduation and degree awarding by the education administration authorities of China. All undergraduate students must meet the requirements of both Duke University and Duke Kunshan University before they can graduate and be awarded a g raduation certificate and a bachelor’s degree from Duke Kunshan University, as well as a bachelor’s degree from Duke University. A total of 136 Duke Kunshan Uni versity credits is required for international students to graduate and obtain the degrees, inclusive of 34 Duke Kunshan University credits earned through courses taught or co-taught by Duke faculty (i.e. 8.5 courses; 1 course credit at Duke is equivalent to 4 Duke Kunshan University credits). The specific Chinese Society and Culture courses required by the Ministry of Education of China for Chinese students are optional for international students. Students should note that the Chinese Society and Culture c ourses are taught in Chinese and do not count toward the 136 credits for the Duke degree. A total of 156 (Class of 2022) or 158 (Class of 2023 and beyond) Duke Kunshan University credits is","Duke Kunshan University adheres to the academic standards upheld by Duke University and the relevant requirements for graduation and degree awarding by the education administration authorities of China. All undergraduate students must meet the requirements of both Duke University and Duke Kunshan University before they can graduate and be awarded a g raduation certificate and a bachelor’s degree from Duke Kunshan University, as well as a bachelor’s degree from Duke University. A total of 136 Duke Kunshan Uni versity credits is required for international students to graduate and obtain the degrees, inclusive of 34 Duke Kunshan University credits earned through courses taught or co-taught by Duke faculty (i.e. 8.5 courses; 1 course credit at Duke is equivalent to 4 Duke Kunshan University credits). The specific Chinese Society and Culture courses required by the Ministry of Education of China for Chinese students are optional for international students. Students should note that the Chinese Society and Culture c ourses are taught in Chinese and do not count toward the 136 credits for the Duke degree. A total of 156 (Class of 2022) or 158 (Class of 2023 and beyond) Duke Kunshan University credits is",192,2,DKU & Duke Academic Structure,1.8810533,0.2653431,p0043,p0028,p0049,p0111,p0017
p0043,Part 3: The Curriculum,Credits Required for Degree,Unknown,Credits Required for Degree,24,"required for Chinese students to graduate and obtain the degrees, including: (1) 136 Duke Kunshan University credits required for graduation with a Duke University bachelor’s degree, inclusive of Duke Kunshan University credits earned through courses taught or co -taught by Duke faculty (i.e. 8.5 courses; 1 course cred it at Duke is equivalent to 4 Duke Kunshan University credits); and (2) 20 (Class of 2022) or 22 (Class of 2023 and beyond) Duke Kunshan University credits required by the education administration authorities of China. T he aforementioned graduation requirements apply to all Chinese students, including those from Hong Kong, Macau, and Taiwan. The detailed explanations are as follows:","required for Chinese students to graduate and obtain the degrees, including: (1) 136 Duke Kunshan University credits required for graduation with a Duke University bachelor’s degree, inclusive of Duke Kunshan University credits earned through courses taught or co -taught by Duke faculty (i.e. 8.5 courses; 1 course cred it at Duke is equivalent to 4 Duke Kunshan University credits); and (2) 20 (Class of 2022) or 22 (Class of 2023 and beyond) Duke Kunshan University credits required by the education administration authorities of China. T he aforementioned graduation requirements apply to all Chinese students, including those from Hong Kong, Macau, and Taiwan. The detailed explanations are as follows:",108,2,DKU & Duke Academic Structure,2.0162468,0.28015995,p0042,p0028,p0017,p0049,p0111
p0044,Part 3: The Curriculum,Credits Required for Degree,Signature Product,Credits Required for Degree,24,Scholarly or creative product incorporating mentored scholarly research and co- curricular components.,Scholarly or creative product incorporating mentored scholarly research and co- curricular components.,12,5,"Arts, Media & Culture",4.461882,1.2801672,p1022,p0040,p0832,p0039,p0022
p0045,Part 3: The Curriculum,Credits Required for Degree,Experiential Education,Credits Required for Degree,24,One or more experiential activities after year one.,One or more experiential activities after year one.,8,0,Academic Policies & Student Progress,3.7474835,1.2231228,p0040,p0264,p0255,p0234,p0527
p0046,Part 3: The Curriculum,Credits Required for Degree,Capstone Courses,Credits Required for Degree,24,Two senior capstone courses leading to signature product.,Two senior capstone courses leading to signature product.,8,0,Academic Policies & Student Progress,3.956072,1.0075207,p0281,p0282,p0041,p0206,p0039
p0047,Part 3: The Curriculum,Credits Required for Degree,Capstone Courses,Credits Required for Degree,25,"Class of 2022: For students from the Chinese mainland, the credit -bearing requirements specified by the education administration authorities of China are: (1) Chinese Society and Culture courses (16 credits in total); (2) Military training (2 credits); (3) Eight half -credit physical education courses (4 credits in total, 2 of which can count toward the 136 credits for the Duke degree), and passing the physical proficiency test set by Ministry of Education of China. The total required credits is 156, inclusive of the 136 credits required for all students. Students from Hong Kong, Macau, and Taiwan must meet the same requirements as those from the Chinese mainland. However, they may substitute the military training credits with credits from specific designated Chinese studies courses, or they can voluntarily take military training to get the corresponding credits. Class of 2023 and Beyond: For students from the Chinese mainland, the credit -bearing requirements specified by the education administration authorities of China are: (1) Chinese Society and Culture courses ( 16 credits in total); (2) Military training (4 credits); (3) Eight half -credit physical education courses (4","Class of 2022: For students from the Chinese mainland, the credit -bearing requirements specified by the education administration authorities of China are: (1) Chinese Society and Culture courses (16 credits in total); (2) Military training (2 credits); (3) Eight half -credit physical education courses (4 credits in total, 2 of which can count toward the 136 credits for the Duke degree), and passing the physical proficiency test set by Ministry of Education of China. The total required credits is 156, inclusive of the 136 credits required for all students. Students from Hong Kong, Macau, and Taiwan must meet the same requirements as those from the Chinese mainland. However, they may substitute the military training credits with credits from specific designated Chinese studies courses, or they can voluntarily take military training to get the corresponding credits. Class of 2023 and Beyond: For students from the Chinese mainland, the credit -bearing requirements specified by the education administration authorities of China are: (1) Chinese Society and Culture courses ( 16 credits in total); (2) Military training (4 credits); (3) Eight half -credit physical education courses (4",183,6,Language & Academic Communication,1.9878284,-0.57638174,p0048,p0918,p0035,p0042,p0043
p0048,Part 3: The Curriculum,Credits Required for Degree,Capstone Courses,Credits Required for Degree,25,"credits in total, 2 of which can count toward the 136 credits for the Duke degree), and passing the physical proficiency test set by Ministry of Education of China. The total required credits is 158, inclusive of the 136 credits required for all students. Students from Hong Kong, Macau, and Taiwan must meet the same requirements as those from the Chinese mainland. However, they may substitute the military training credits with credits from specific designated Chinese studies courses, or they can voluntarily take military training to get the corresponding credits.","credits in total, 2 of which can count toward the 136 credits for the Duke degree), and passing the physical proficiency test set by Ministry of Education of China. The total required credits is 158, inclusive of the 136 credits required for all students. Students from Hong Kong, Macau, and Taiwan must meet the same requirements as those from the Chinese mainland. However, they may substitute the military training credits with credits from specific designated Chinese studies courses, or they can voluntarily take military training to get the corresponding credits.",90,2,DKU & Duke Academic Structure,1.9137095,-0.3390696,p0047,p0043,p0918,p0042,p0028
p0049,Part 3: The Curriculum,Credits Required for Degree,Course Credits,Credits Required for Degree,25,"Course credit at Duke Kunshan University follows the same standard as Duke University in terms of instruction hours and out-of-class study hours. Of the 136 credits required for a Duke University degree, a maximum of 8 credits passed with a D grade (D, D+, D- ) can be used toward the 136 credits requirement. The 136 credits may include (1) no more than 2 credits in physical education activity courses (i.e., four half-credit activity courses); (2) no more than eight elected credits taken on a Credit/No Credit grading basis (not including courses offered only on that basis); (3) no more than 40 credits combining any allowable transfer credits including AP/IPC, transfer credits for study abroad, etc.; and (4) no more than Duke Kunshan University equivalent of 24 credits in graduate and professional school courses not li sted in the Duke Kunshan University Undergraduate Programs Bulletin. These courses include all courses offered by Duke Kunshan University graduate programs, Duke schools of business, law, divinity, nursing, and all graduate courses numbered 700 and above. These courses are generally not open to undergraduates and","Course credit at Duke Kunshan University follows the same standard as Duke University in terms of instruction hours and out-of-class study hours. Of the 136 credits required for a Duke University degree, a maximum of 8 credits passed with a D grade (D, D+, D- ) can be used toward the 136 credits requirement. The 136 credits may include (1) no more than 2 credits in physical education activity courses (i.e., four half-credit activity courses); (2) no more than eight elected credits taken on a Credit/No Credit grading basis (not including courses offered only on that basis); (3) no more than 40 credits combining any allowable transfer credits including AP/IPC, transfer credits for study abroad, etc.; and (4) no more than Duke Kunshan University equivalent of 24 credits in graduate and professional school courses not li sted in the Duke Kunshan University Undergraduate Programs Bulletin. These courses include all courses offered by Duke Kunshan University graduate programs, Duke schools of business, law, divinity, nursing, and all graduate courses numbered 700 and above. These courses are generally not open to undergraduates and",181,2,DKU & Duke Academic Structure,1.6332687,0.16200794,p0111,p0176,p0042,p0248,p0028
p0050,Part 3: The Curriculum,Credits Required for Degree,Course Credits,Credits Required for Degree,25,"require special permission to enroll. For limitations on transfer credit and Advanced Placement credit, see the sections on “Advanced Placement” and “Transfer of Work Taken Elsewhere” in Part 6: “Academic Procedures and Information”.","require special permission to enroll. For limitations on transfer credit and Advanced Placement credit, see the sections on “Advanced Placement” and “Transfer of Work Taken Elsewhere” in Part 6: “Academic Procedures and Information”.",33,0,Academic Policies & Student Progress,1.3026503,0.38645238,p0113,p0248,p0239,p0112,p0250
p0051,Part 3: The Curriculum,Credits Required for Degree,Course Credits,Credits Required for Degree,26,"To meet the 136 -credit requirement, students need to complete additional elective courses in addition to completing the General Education and Major Requirements . The curriculum is designed to enable a wide range of flexibility for students. Some may elect to use their full range of electives to go wide and broad while others may elect to dive deep into their areas of disciplinary study.","To meet the 136 -credit requirement, students need to complete additional elective courses in addition to completing the General Education and Major Requirements . The curriculum is designed to enable a wide range of flexibility for students. Some may elect to use their full range of electives to go wide and broad while others may elect to dive deep into their areas of disciplinary study.",65,6,Language & Academic Communication,3.3954163,0.23546354,p0386,p0586,p0031,p0026,p0032
p0052,Part 3: The Curriculum,Credits Required for Degree,Non-Credit Mini-Term Courses,Credits Required for Degree,26,"Mini-term courses are intensive, non -credit, non-graded, one-week short courses . There are two types of mini-term courses: o Exploratory Courses provide a focused exposure to a single topic while enabling students to move outside of their comfort zones. These courses encourage students to explore their intellectual interests and unfamiliar academic fields and locate their passions by offering short seminar-style courses in a risk-free setting. Exploratory courses are intended for the generalist with minimal or no pre -requisites and could be academic ally or experientially oriented. o Signature Work Courses provide structured time for sophomores or juniors to focus on planning or research for their Signature Work project. These courses function as incubators which enable students to develop a better und erstanding of a particular topic or field and the strategies for narrowing their focus so as to carry out advanced work. Some Signature Work Mini-Terms require pre-requisites. Mini-Term courses are offered between the two sessions of the spring term. Students in the Class of 2022 are not required to take a mini-term course but may if desired. Students in the Class of 2023","Mini-term courses are intensive, non -credit, non-graded, one-week short courses . There are two types of mini-term courses: o Exploratory Courses provide a focused exposure to a single topic while enabling students to move outside of their comfort zones. These courses encourage students to explore their intellectual interests and unfamiliar academic fields and locate their passions by offering short seminar-style courses in a risk-free setting. Exploratory courses are intended for the generalist with minimal or no pre -requisites and could be academic ally or experientially oriented. o Signature Work Courses provide structured time for sophomores or juniors to focus on planning or research for their Signature Work project. These courses function as incubators which enable students to develop a better und erstanding of a particular topic or field and the strategies for narrowing their focus so as to carry out advanced work. Some Signature Work Mini-Terms require pre-requisites. Mini-Term courses are offered between the two sessions of the spring term. Students in the Class of 2022 are not required to take a mini-term course but may if desired. Students in the Class of 2023",184,0,Academic Policies & Student Progress,3.8700442,0.7295446,p0282,p0040,p0137,p0041,p0039
p0053,Part 3: The Curriculum,Credits Required for Degree,Non-Credit Mini-Term Courses,Credits Required for Degree,26,and beyond are required to take one mini-term course in order to fulfill their degree requirement. Students may enroll in additional min i-term courses as space permits. Students can take these courses any time during their four-year study at Duke Kunshan University.,and beyond are required to take one mini-term course in order to fulfill their degree requirement. Students may enroll in additional min i-term courses as space permits. Students can take these courses any time during their four-year study at Duke Kunshan University.,42,2,DKU & Duke Academic Structure,1.6599832,0.2594486,p0116,p0025,p0111,p0102,p0144
p0054,"Part 4: Admission, Scholarships and Financial Aid",Unknown,Principles of Selection,"Part 4: Admission, Scholarships and Financial Aid",27,"Duke Kunshan University seeks high-caliber, diverse, and talented students with 60- 70% of the student population from China, and 30- 40% of students from the rest of the world. Like Duke University, academic excellence and accomplishments are important factors for admissions. In line with our own unique institutional identity, we also place a very high value on qualities such as perseverance, global-mindedness, entrepreneurialism and ability to make an impact. Applicants may be invited to attend an interview either in -person, by phone or via video - conference. Strong candidates from the Chinese mainland as well as Hong Kong, Macau and Taiwan will be invited to Duke Kunshan University for a one -day campus visit including an interview and an English writing test. All interviews are conducted in English.","Duke Kunshan University seeks high-caliber, diverse, and talented students with 60- 70% of the student population from China, and 30- 40% of students from the rest of the world. Like Duke University, academic excellence and accomplishments are important factors for admissions. In line with our own unique institutional identity, we also place a very high value on qualities such as perseverance, global-mindedness, entrepreneurialism and ability to make an impact. Applicants may be invited to attend an interview either in -person, by phone or via video - conference. Strong candidates from the Chinese mainland as well as Hong Kong, Macau and Taiwan will be invited to Duke Kunshan University for a one -day campus visit including an interview and an English writing test. All interviews are conducted in English.",128,2,DKU & Duke Academic Structure,2.4494002,1.0029207,p0006,p0003,p0018,p0043,p0004
p0055,"Part 4: Admission, Scholarships and Financial Aid",Unknown,How to Apply,"Part 4: Admission, Scholarships and Financial Aid",27,Duke Kunshan University operates different enrollment streams according to applicants' citizenship.,Duke Kunshan University operates different enrollment streams according to applicants' citizenship.,11,2,DKU & Duke Academic Structure,2.0835495,0.5254656,p0096,p0054,p0043,p0017,p0042
p0056,"Part 4: Admission, Scholarships and Financial Aid",Application Timelines,International Students:,Application Timelines,27,"International students (students who do not hold Chinese citizenship) will need to complete the Common Application and select a decision plan (Early Decision or Regular Decision), which determines the admissions timeline . Students may select only one decision plan and those who have selected Early Decision will not be re considered during the Regular Decision cycle if an admissions decision is made during the Early Decision round.","International students (students who do not hold Chinese citizenship) will need to complete the Common Application and select a decision plan (Early Decision or Regular Decision), which determines the admissions timeline . Students may select only one decision plan and those who have selected Early Decision will not be re considered during the Regular Decision cycle if an admissions decision is made during the Early Decision round.",67,6,Language & Academic Communication,2.4903939,0.1139549,p0059,p0057,p0065,p0120,p0132
p0057,"Part 4: Admission, Scholarships and Financial Aid",• Decision Notification Date: Mid-March,Chinese Students:,• Decision Notification Date: Mid-March,28,"All Chinese students, including students from Hong Kong, Macau and Taiwan, applying to Duke Kunshan University must complete the application in the Slate system , and choose the Regular Decision plan for application.","All Chinese students, including students from Hong Kong, Macau and Taiwan, applying to Duke Kunshan University must complete the application in the Slate system , and choose the Regular Decision plan for application.",33,2,DKU & Duke Academic Structure,2.472742,0.24717408,p0054,p0065,p0069,p0043,p0056
p0058,"Part 4: Admission, Scholarships and Financial Aid",• Gaokao: Early June,Unknown,• Gaokao: Early June,28,• University Selection in the MOE System: Late June,• University Selection in the MOE System: Late June,9,0,Academic Policies & Student Progress,0.6159324,0.040106848,p1078,p0312,p0480,p1080,p0056
p0059,"Part 4: Admission, Scholarships and Financial Aid",• Gaokao: Early June,• Admission & Release of Offer: Early-Mid July,• Gaokao: Early June,28,"Regular Decision (Hong Kong, Macau, Taiwan & Overseas Chinese Students)","Regular Decision (Hong Kong, Macau, Taiwan & Overseas Chinese Students)",10,6,Language & Academic Communication,2.448354,0.09080572,p0056,p0057,p0821,p0054,p0029
p0060,"Part 4: Admission, Scholarships and Financial Aid",• Campus Day: March,• Release of Shortlist: Early April,• Campus Day: March,28,• Pre-admission of Taiwan Students with GSAT (General Scholastic Ability Test): Early April,• Pre-admission of Taiwan Students with GSAT (General Scholastic Ability Test): Early April,13,6,Language & Academic Communication,2.283381,-0.22185436,p0068,p0067,p0101,p0065,p0102
p0061,"Part 4: Admission, Scholarships and Financial Aid",• Campus Day: March,Application Requirements,• Campus Day: March,28,International Applicants need to submit the following: • The Common Application form including personal essays,International Applicants need to submit the following: • The Common Application form including personal essays,15,6,Language & Academic Communication,2.7552316,-0.29315534,p0065,p0067,p0070,p0078,p0104
p0062,"Part 4: Admission, Scholarships and Financial Aid",• High School Transcript5,Unknown,• High School Transcript5,28,"• External Exam results or predicted scores, if applicable (e.g. IB, WAEC, GCSE, A -Levels, etc.)","• External Exam results or predicted scores, if applicable (e.g. IB, WAEC, GCSE, A -Levels, etc.)",16,0,Academic Policies & Student Progress,2.1845837,-0.24440359,p0063,p0159,p0101,p0066,p0067
p0063,"Part 4: Admission, Scholarships and Financial Aid",• Counselor Recommendation Letter,Unknown,• Counselor Recommendation Letter,28,• SAT or ACT exams6 • Early Decision Agreement (if applicable) • OPTIONAL:,• SAT or ACT exams6 • Early Decision Agreement (if applicable) • OPTIONAL:,13,0,Academic Policies & Student Progress,2.2947574,-0.13536276,p0062,p0101,p0066,p0899,p0067
p0064,"Part 4: Admission, Scholarships and Financial Aid",o SAT Subject Tests,Unknown,o SAT Subject Tests,28,o TOEFL/IELTS or Duolingo for Non-Native English speakers A final high school transcript will be due upon high school graduation and before enrolling at DKU. Verified SAT or ACT Scores from the testing center will be due before enrolling at DKU.,o TOEFL/IELTS or Duolingo for Non-Native English speakers A final high school transcript will be due upon high school graduation and before enrolling at DKU. Verified SAT or ACT Scores from the testing center will be due before enrolling at DKU.,41,6,Language & Academic Communication,2.6012175,-0.4026551,p0066,p0104,p0103,p0098,p0067
p0065,"Part 4: Admission, Scholarships and Financial Aid",o SAT Subject Tests,Unknown,o SAT Subject Tests,29,Chinese Applicants from the Chinese mainland need to submit the following: • The Slate Application form including Personal essays • Mid-term and Final Grades in each term of Senior High School,Chinese Applicants from the Chinese mainland need to submit the following: • The Slate Application form including Personal essays • Mid-term and Final Grades in each term of Senior High School,31,6,Language & Academic Communication,2.7541625,-0.41808832,p0067,p0061,p0057,p0103,p0653
p0066,"Part 4: Admission, Scholarships and Financial Aid",• School Recommendation Form,Unknown,• School Recommendation Form,29,"• Main honors and awards • TOEFL, IELTS, Duolinguo, or THUSSAT (optional)","• Main honors and awards • TOEFL, IELTS, Duolinguo, or THUSSAT (optional)",12,6,Language & Academic Communication,2.4265206,-0.34397233,p0064,p0063,p0104,p0067,p0101
p0067,"Part 4: Admission, Scholarships and Financial Aid",• Signed Consent Form,Unknown,• Signed Consent Form,29,"• Gaokao Score (upon completion) Chinese Applicants from Hong Kong, Macau Taiwan and Overseas need to submit the following: • The Slate Application form including essays • Mid-term and Final Grades in each term of Senior High School","• Gaokao Score (upon completion) Chinese Applicants from Hong Kong, Macau Taiwan and Overseas need to submit the following: • The Slate Application form including essays • Mid-term and Final Grades in each term of Senior High School",38,6,Language & Academic Communication,2.6014621,-0.29057375,p0065,p0057,p0061,p0060,p0210
p0068,"Part 4: Admission, Scholarships and Financial Aid",• A Teacher Recommendation Form,• Test Scores,• A Teacher Recommendation Form,29,"o Joint Entrance Exam (JEE); or o GSAT (Taiwan applicants only) After a preliminary review, all qualified mainland applicants will be invited to attend one of the Campus Days on weekends in March. On the Campus Day, applicants will be invited to attend a series of activities, including interviews, mock classes and writing assessment.","o Joint Entrance Exam (JEE); or o GSAT (Taiwan applicants only) After a preliminary review, all qualified mainland applicants will be invited to attend one of the Campus Days on weekends in March. On the Campus Day, applicants will be invited to attend a series of activities, including interviews, mock classes and writing assessment.",54,0,Academic Policies & Student Progress,2.159479,-0.081889965,p0060,p0064,p0101,p0063,p1081
